Timestamp,Tension,Corriente,totalizado,
2025-06-26T00:02:33.497586,512,-6266,-6989127,9216
2025-06-26T00:02:34.948272,507,-5698,-6994825,9126
2025-06-26T00:02:36.395793,504,-4923,-6999748,9072
2025-06-26T00:02:37.842400,509,-5958,-7005706,9162
2025-06-26T00:02:39.290095,509,-5306,-7011012,9162
2025-06-26T00:02:40.740812,509,-5082,-7016094,9162
2025-06-26T00:02:42.188347,507,-4974,-7021068,9126
2025-06-26T00:02:43.638922,505,-4904,-7025972,9090
2025-06-26T00:02:45.086522,508,-4229,-7030201,9144
2025-06-26T00:02:46.537133,505,-4621,-7034822,9090
2025-06-26T00:02:47.984718,511,-4337,-7039159,9198
2025-06-26T00:02:49.431213,514,-7993,-7047152,9252
2025-06-26T00:02:50.878746,511,-7172,-7054324,9198
2025-06-26T00:02:52.329361,508,-5174,-7059498,9144
2025-06-26T00:02:53.776991,504,-4948,-7064446,9072
2025-06-26T00:02:55.227809,507,-4584,-7069030,9126
2025-06-26T00:02:56.675378,511,-4393,-7073423,9198
2025-06-26T00:02:58.125899,510,-4896,-7078319,9180
2025-06-26T00:02:59.573390,505,-4123,-7082442,9090
2025-06-26T00:03:01.020146,509,-4309,-7086751,9162
2025-06-26T00:03:02.468323,511,-3652,-7090403,9198
2025-06-26T00:03:03.918347,503,-3161,-7093564,9054
2025-06-26T00:03:05.366015,505,-3262,-7096826,9090
2025-06-26T00:03:06.816693,505,-3158,-7099984,9090
2025-06-26T00:03:08.264185,502,-3252,-7103236,9036
2025-06-26T00:03:09.714659,505,-3086,-7106322,9090
2025-06-26T00:03:11.162395,502,-3083,-7109405,9036
2025-06-26T00:03:12.609113,504,-3108,-7112513,9072
2025-06-26T00:03:14.056507,498,-3219,-7115732,8964
2025-06-26T00:03:15.507294,506,-3165,-7118897,9108
2025-06-26T00:03:16.954727,501,-3216,-7122113,9018
2025-06-26T00:03:18.405456,502,-3199,-7125312,9036
2025-06-26T00:03:19.852981,501,-3185,-7128497,9018
2025-06-26T00:03:21.303680,506,-3152,-7131649,9108
2025-06-26T00:03:22.751205,505,-3255,-7134904,9090
2025-06-26T00:03:24.197891,502,-3135,-7138039,9036
2025-06-26T00:03:25.645465,506,-3155,-7141194,9108
2025-06-26T00:03:27.096090,503,-3173,-7144367,9054
2025-06-26T00:03:28.543561,503,-3109,-7147476,9054
2025-06-26T00:03:29.994327,504,-3175,-7150651,9072
2025-06-26T00:03:31.441739,503,-3269,-7153920,9054
2025-06-26T00:03:32.892501,504,-3159,-7157079,9072
2025-06-26T00:03:34.340066,506,-3141,-7160220,9108
2025-06-26T00:03:35.786707,504,-3182,-7163402,9072
2025-06-26T00:03:37.234360,504,-3158,-7166560,9072
2025-06-26T00:03:38.684938,506,-3124,-7169684,9108
2025-06-26T00:03:40.132459,506,-3181,-7172865,9108
2025-06-26T00:03:41.583120,508,-3450,-7176315,9144
2025-06-26T00:03:43.030721,506,-3315,-7179630,9108
2025-06-26T00:03:44.481288,503,-3309,-7182939,9054
2025-06-26T00:03:45.928840,504,-3286,-7186225,9072
2025-06-26T00:03:47.375428,500,-3578,-7189803,9000
2025-06-26T00:03:48.823042,506,-3726,-7193529,9108
2025-06-26T00:03:50.273743,504,-3695,-7197224,9072
2025-06-26T00:03:51.721340,500,-3702,-7200926,9000
2025-06-26T00:03:53.171929,504,-3781,-7204707,9072
2025-06-26T00:03:54.619625,506,-3955,-7208662,9108
2025-06-26T00:03:56.070039,500,-3397,-7212059,9000
2025-06-26T00:03:57.517723,503,-3688,-7215747,9054
2025-06-26T00:03:58.964350,505,-4430,-7220177,9090
2025-06-26T00:04:00.411808,505,-4226,-7224403,9090
2025-06-26T00:04:01.862480,508,-4138,-7228541,9144
2025-06-26T00:04:03.310051,506,-3572,-7232113,9108
2025-06-26T00:04:04.760857,504,-3801,-7235914,9072
2025-06-26T00:04:06.208288,506,-3499,-7239413,9108
2025-06-26T00:04:07.658932,501,-3555,-7242968,9018
2025-06-26T00:04:09.106524,506,-3623,-7246591,9108
2025-06-26T00:04:10.553114,506,-3870,-7250461,9108
2025-06-26T00:04:12.000747,502,-3553,-7254014,9036
2025-06-26T00:04:13.451277,503,-3375,-7257389,9054
2025-06-26T00:04:14.898972,504,-3342,-7260731,9072
2025-06-26T00:04:16.349606,498,-3369,-7264100,8964
2025-06-26T00:04:17.797080,504,-3339,-7267439,9072
2025-06-26T00:04:19.247659,505,-3301,-7270740,9090
2025-06-26T00:04:20.695371,505,-3254,-7273994,9090
2025-06-26T00:04:22.142228,505,-3725,-7277719,9090
2025-06-26T00:04:23.589587,504,-3342,-7281061,9072
2025-06-26T00:04:25.040220,511,-3478,-7284539,9198
2025-06-26T00:04:26.487684,500,-3566,-7288105,9000
2025-06-26T00:04:27.938347,499,-3207,-7291312,8982
2025-06-26T00:04:29.385991,509,-3367,-7294679,9162
2025-06-26T00:04:30.836722,506,-3116,-7297795,9108
2025-06-26T00:04:32.284250,498,-3055,-7300850,8964
2025-06-26T00:04:33.730802,503,-3023,-7303873,9054
